Date,Hour,Temperature,Humidity,Wind speed,Rainfall,Snowfall,Seasons,Holiday,Functioning Day,Rental Count,Temperature Category,Good Weather
2018-03-19,4,6.3,0,1.0,0.0,0.0,Spring,0,True,9,Chilly,0
2018-03-19,5,6.2,0,1.5,0.0,0.0,Spring,0,True,42,Chilly,0
2018-03-19,6,6.5,0,1.2,0.2,0.0,Spring,0,True,10,Chilly,0
2018-03-19,7,6.5,0,1.4,0.0,0.0,Spring,0,True,598,Chilly,0
2018-03-19,8,7.3,0,2.2,0.0,0.0,Spring,0,True,457,Chilly,0
2018-03-19,9,8.2,0,2.7,0.5,0.0,Spring,0,True,598,Chilly,0
2018-03-19,10,9.1,0,2.7,0.0,0.0,Spring,0,True,147,Chilly,0
2018-03-19,11,10.2,0,3.3,0.0,0.0,Spring,0,True,635,Chilly,0
2018-03-19,12,10.2,1,3.5,0.0,0.0,Spring,0,True,626,Chilly,0
2018-03-19,13,10.1,0,3.7,0.0,0.0,Spring,0,True,113,Chilly,0
2018-03-19,14,10.1,1,3.3,0.0,0.0,Spring,0,True,395,Chilly,0
2018-03-19,15,9.8,1,3.0,0.0,0.0,Spring,0,True,120,Chilly,0
2018-03-19,16,8.9,0,3.0,0.0,0.0,Spring,0,True,359,Chilly,0
2018-03-19,17,8.5,1,2.7,0.0,0.0,Spring,0,True,882,Chilly,0
2018-03-19,18,8.6,1,2.4,0.0,0.0,Spring,0,True,996,Chilly,0
2018-03-19,19,8.4,1,3.3,0.0,0.0,Spring,0,True,904,Chilly,0
2018-03-19,20,8.3,1,3.1,0.0,0.0,Spring,0,True,64,Chilly,0
2018-03-19,21,8.0,1,3.3,0.0,0.0,Spring,0,True,1015,Chilly,0
2018-03-19,22,7.6,1,3.1,0.0,0.0,Spring,0,True,731,Chilly,0
2018-03-19,23,6.9,1,3.3,0.0,0.0,Spring,0,True,232,Chilly,0
2018-03-20,0,6.3,1,3.3,0.0,0.0,Spring,0,True,300,Chilly,0
2018-03-20,1,5.5,1,3.1,0.0,0.0,Spring,0,True,122,Chilly,0
2018-03-20,2,5.1,1,3.4,0.0,0.0,Spring,0,True,162,Chilly,0
2018-03-20,3,4.7,1,3.8,0.0,0.0,Spring,0,True,61,Chilly,0
2018-03-20,4,4.4,1,3.1,0.0,0.0,Spring,0,True,67,Chilly,0
2018-03-20,5,4.1,1,3.1,0.0,0.0,Spring,0,True,89,Chilly,0
2018-03-20,6,3.9,1,3.4,0.0,0.0,Spring,0,True,113,Chilly,0
2018-03-20,7,3.8,1,4.1,0.0,0.0,Spring,0,True,734,Chilly,0
2018-03-20,8,4.3,1,4.2,0.0,0.0,Spring,0,True,1683,Chilly,0
2018-03-20,9,5.7,0,3.9,0.0,0.0,Spring,0,True,563,Chilly,0
2018-03-20,10,7.4,0,3.5,0.0,0.0,Spring,0,True,192,Chilly,0
2018-03-20,11,8.4,0,3.6,0.0,0.0,Spring,0,True,68,Chilly,0
2018-03-20,12,9.0,0,3.1,0.0,0.0,Spring,0,True,747,Chilly,0
2018-03-20,13,8.0,0,3.4,0.0,0.0,Spring,0,True,614,Chilly,0
2018-03-20,14,7.3,0,3.4,0.0,0.0,Spring,0,True,718,Chilly,0
2018-03-20,15,6.5,0,3.3,0.0,0.0,Spring,0,True,584,Chilly,0
2018-03-20,16,5.6,1,4.2,0.0,0.0,Spring,0,True,924,Chilly,0
2018-03-20,17,4.9,1,4.3,0.0,0.0,Spring,0,True,308,Chilly,0
2018-03-20,18,4.1,1,3.5,0.0,0.0,Spring,0,True,1342,Chilly,0
2018-03-20,19,3.2,1,3.7,0.0,0.0,Spring,0,True,573,Chilly,0
2018-03-20,20,2.7,1,3.3,0.0,0.0,Spring,0,True,529,Chilly,0
2018-03-20,21,2.3,1,3.3,0.0,0.0,Spring,0,True,666,Chilly,0
2018-03-20,22,2.0,0,2.7,0.0,0.0,Spring,0,True,522,Chilly,0
2018-03-20,23,1.8,0,2.3,0.0,0.0,Spring,0,True,320,Chilly,0
2018-03-21,0,1.6,0,2.3,0.0,0.0,Spring,0,True,37,Chilly,0
2018-03-21,1,1.5,1,2.8,0.0,0.0,Spring,0,True,153,Chilly,0
2018-03-21,2,1.4,1,2.9,0.0,0.0,Spring,0,True,163,Chilly,0
2018-03-21,3,1.3,1,2.1,0.0,0.0,Spring,0,True,87,Chilly,0
2018-03-21,4,1.3,0,2.3,0.0,0.0,Spring,0,True,83,Chilly,0
2018-03-21,5,1.3,1,2.3,0.0,0.0,Spring,0,True,16,Chilly,0
2018-03-21,6,1.4,1,1.7,0.0,0.0,Spring,0,True,163,Chilly,0
2018-03-21,7,1.4,1,1.5,0.0,0.0,Spring,0,True,876,Chilly,0
2018-03-21,8,1.6,1,1.8,0.0,0.0,Spring,0,True,1221,Chilly,0
2018-03-21,9,2.5,1,1.9,0.0,0.0,Spring,0,True,8,Chilly,0
2018-03-21,10,3.6,0,1.3,0.0,0.0,Spring,0,True,91,Chilly,0
2018-03-21,11,4.8,0,2.1,0.0,0.0,Spring,0,True,312,Chilly,0
2018-03-21,12,4.8,1,2.2,0.0,0.0,Spring,0,True,359,Chilly,0
2018-03-21,13,4.0,0,2.0,0.0,0.0,Spring,0,True,122,Chilly,0
2018-03-21,14,1.9,0,1.5,0.0,0.0,Spring,0,True,103,Chilly,0
2018-03-21,15,2.2,0,1.3,0.5,0.0,Spring,0,True,271,Chilly,0
2018-03-21,16,2.4,0,1.9,0.0,0.0,Spring,0,True,305,Chilly,0
2018-03-21,17,2.5,0,2.0,0.0,0.0,Spring,0,True,167,Chilly,0
2018-03-21,18,2.0,0,1.3,0.0,0.0,Spring,0,True,714,Chilly,0
2018-03-21,19,2.0,0,0.7,0.0,0.0,Spring,0,True,107,Chilly,0
2018-03-21,20,1.7,0,1.3,0.0,0.0,Spring,0,True,195,Chilly,0
2018-03-21,21,1.2,0,0.7,0.5,0.0,Spring,0,True,243,Chilly,0
2018-03-21,22,1.2,0,0.9,0.0,0.0,Spring,0,True,327,Chilly,0
2018-03-21,23,1.5,0,1.2,0.0,0.0,Spring,0,True,362,Chilly,0
2018-03-22,0,1.6,0,1.7,0.0,0.0,Spring,0,True,186,Chilly,0
2018-03-22,1,1.6,0,2.0,0.0,0.0,Spring,0,True,421,Chilly,0
2018-03-22,2,1.5,0,2.5,0.0,0.0,Spring,0,True,114,Chilly,0
2018-03-22,3,1.3,0,1.7,0.0,0.0,Spring,0,True,101,Chilly,0
2018-03-22,4,1.3,0,2.2,0.0,0.0,Spring,0,True,67,Chilly,0
2018-03-22,5,1.1,0,0.9,0.0,0.0,Spring,0,True,105,Chilly,0
2018-03-22,6,0.8,0,1.0,0.0,0.0,Spring,0,True,244,Chilly,0
2018-03-22,7,0.6,0,1.5,0.0,0.0,Spring,0,True,848,Chilly,0
2018-03-22,8,1.1,0,1.7,0.0,0.0,Spring,0,True,786,Chilly,0
2018-03-22,9,2.5,0,1.3,0.0,0.0,Spring,0,True,799,Chilly,0
2018-03-22,10,4.9,1,1.9,0.0,0.0,Spring,0,True,114,Chilly,0
2018-03-22,11,6.9,1,2.1,0.0,0.0,Spring,0,True,873,Chilly,0
2018-03-22,12,8.3,0,2.5,0.0,0.0,Spring,0,True,518,Chilly,0
2018-03-22,13,9.9,0,3.2,0.0,0.0,Spring,0,True,530,Chilly,0
2018-03-22,14,11.4,0,3.1,0.0,0.0,Spring,0,True,737,Chilly,0
2018-03-22,15,10.7,0,4.5,0.0,0.0,Spring,0,True,1159,Chilly,0
2018-03-22,16,10.3,0,3.8,0.0,0.0,Spring,0,True,750,Chilly,0
2018-03-22,17,9.6,0,3.2,0.0,0.0,Spring,0,True,1245,Chilly,0
2018-03-22,18,7.9,1,3.1,0.0,0.0,Spring,0,True,1029,Chilly,0
2018-03-22,19,6.2,1,1.8,0.0,0.0,Spring,0,True,931,Chilly,0
2018-03-22,20,5.1,1,2.0,0.0,0.0,Spring,0,True,569,Chilly,0
2018-03-22,21,4.5,0,2.0,0.0,0.0,Spring,0,True,392,Chilly,0
2018-03-22,22,3.9,0,2.7,0.0,0.0,Spring,0,True,847,Chilly,0
2018-03-22,23,3.4,0,1.1,0.0,0.0,Spring,0,True,599,Chilly,0
2018-03-23,0,2.9,0,1.3,0.0,0.0,Spring,0,True,444,Chilly,0
2018-03-23,1,2.5,0,1.5,0.0,0.0,Spring,0,True,199,Chilly,0
2018-03-23,2,2.2,0,1.4,0.0,0.0,Spring,0,True,317,Chilly,0
2018-03-23,3,1.9,0,1.1,0.0,0.0,Spring,0,True,168,Chilly,0
2018-03-23,4,2.0,0,0.8,0.0,0.0,Spring,0,True,21,Chilly,0
2018-03-23,5,2.2,0,0.8,0.0,0.0,Spring,0,True,105,Chilly,0
2018-03-23,6,2.3,0,0.7,0.0,0.0,Spring,0,True,81,Chilly,0
2018-03-23,7,2.5,0,1.4,0.0,0.0,Spring,0,True,487,Chilly,0
2018-03-23,8,2.6,0,1.3,0.0,0.0,Spring,0,True,1769,Chilly,0
2018-03-23,9,3.3,0,1.4,0.0,0.0,Spring,0,True,235,Chilly,0
2018-03-23,10,5.4,0,1.6,0.0,0.0,Spring,0,True,208,Chilly,0
2018-03-23,11,7.1,1,1.7,0.0,0.0,Spring,0,True,360,Chilly,0
2018-03-23,12,9.3,0,2.3,0.0,0.0,Spring,0,True,907,Chilly,0
2018-03-23,13,10.9,0,2.1,0.0,0.0,Spring,0,True,414,Chilly,0
2018-03-23,14,12.4,0,2.9,0.0,0.0,Spring,0,True,910,Chilly,0
2018-03-23,15,12.1,0,3.0,0.0,0.0,Spring,0,True,1233,Chilly,0
2018-03-23,16,12.2,0,2.8,0.0,0.0,Spring,0,True,1388,Chilly,0
2018-03-23,17,11.2,0,3.5,0.0,0.0,Spring,0,True,1499,Chilly,0
2018-03-23,18,9.7,0,3.6,0.0,0.0,Spring,0,True,2234,Chilly,0
2018-03-23,19,8.3,1,3.0,0.0,0.0,Spring,0,True,201,Chilly,0
2018-03-23,20,6.7,1,2.6,0.0,0.0,Spring,0,True,628,Chilly,0
2018-03-23,21,5.8,1,2.2,0.0,0.0,Spring,0,True,628,Chilly,0
2018-03-23,22,5.3,0,1.8,0.0,0.0,Spring,0,True,786,Chilly,0
2018-03-23,23,5.0,1,1.7,0.0,0.0,Spring,0,True,158,Chilly,0
2018-03-24,0,4.7,1,1.7,0.0,0.0,Spring,0,True,234,Chilly,0
2018-03-24,1,4.7,1,1.1,0.0,0.0,Spring,0,True,586,Chilly,0
2018-03-24,2,5.0,1,1.7,0.0,0.0,Spring,0,True,474,Chilly,0
2018-03-24,3,5.0,1,0.8,0.0,0.0,Spring,0,True,151,Chilly,0
2018-03-24,4,5.1,1,1.2,0.0,0.0,Spring,0,True,164,Chilly,0
2018-03-24,5,4.7,1,1.3,0.0,0.0,Spring,0,True,40,Chilly,0
2018-03-24,6,4.2,1,0.6,0.0,0.0,Spring,0,True,105,Chilly,0
2018-03-24,7,4.0,1,0.9,0.0,0.0,Spring,0,True,385,Chilly,0
2018-03-24,8,4.5,1,0.4,0.0,0.0,Spring,0,True,317,Chilly,0
2018-03-24,9,6.5,1,2.5,0.0,0.0,Spring,0,True,295,Chilly,0
2018-03-24,10,7.2,1,1.5,0.0,0.0,Spring,0,True,851,Chilly,0
2018-03-24,11,9.0,1,2.0,0.0,0.0,Spring,0,True,329,Chilly,0
2018-03-24,12,10.6,1,3.1,0.0,0.0,Spring,0,True,182,Chilly,0
2018-03-24,13,12.4,1,2.5,0.0,0.0,Spring,0,True,856,Chilly,0
2018-03-24,14,12.7,1,3.4,0.0,0.0,Spring,0,True,886,Chilly,0
2018-03-24,15,12.4,1,4.1,0.0,0.0,Spring,0,True,931,Chilly,0
2018-03-24,16,12.3,0,3.4,0.0,0.0,Spring,0,True,1333,Chilly,0
2018-03-24,17,,0,4.2,0.0,0.0,Spring,0,True,271,,0
2018-03-24,18,9.0,0,3.0,0.0,0.0,Spring,0,True,644,Chilly,0
2018-03-24,19,7.7,0,2.8,0.0,0.0,Spring,0,True,463,Chilly,0
2018-03-24,20,7.1,0,3.3,0.0,0.0,Spring,0,True,391,Chilly,0
2018-03-24,21,6.7,0,2.8,0.0,0.0,Spring,0,True,373,Chilly,0
2018-03-24,22,6.5,0,2.3,0.0,0.0,Spring,0,True,341,Chilly,0
2018-03-24,23,6.4,0,2.3,0.0,0.0,Spring,0,True,523,Chilly,0
2018-03-25,0,6.4,0,1.4,0.0,0.0,Spring,0,True,107,Chilly,0
2018-03-25,1,6.4,0,1.2,0.0,0.0,Spring,0,True,230,Chilly,0
2018-03-25,2,6.0,0,1.3,0.0,0.0,Spring,0,True,281,Chilly,0
2018-03-25,3,5.5,0,0.9,0.0,0.0,Spring,0,True,126,Chilly,0
2018-03-25,4,5.3,0,1.0,0.0,0.0,Spring,0,True,76,Chilly,0
2018-03-25,5,5.0,0,0.7,0.0,0.0,Spring,0,True,9,Chilly,0
2018-03-25,6,4.6,0,0.7,0.0,0.0,Spring,0,True,68,Chilly,0
2018-03-25,7,4.7,0,1.3,0.0,0.0,Spring,0,True,5,Chilly,0
2018-03-25,8,5.0,0,1.1,0.0,0.0,Spring,0,True,273,Chilly,0
2018-03-25,9,6.3,0,1.3,0.0,0.0,Spring,0,True,254,Chilly,0
2018-03-25,10,8.4,0,1.8,0.0,0.0,Spring,0,True,197,Chilly,0
2018-03-25,11,10.7,1,2.0,0.0,0.0,Spring,0,True,339,Chilly,0
2018-03-25,12,12.7,1,1.3,0.0,0.0,Spring,0,True,523,Chilly,0
2018-03-25,13,14.6,0,1.9,0.0,0.0,Spring,0,True,1073,Chilly,0
2018-03-25,14,16.1,0,2.4,0.0,0.0,Spring,0,True,828,Nice,0
2018-03-25,15,16.7,0,3.1,0.0,0.0,Spring,0,True,779,Nice,0
2018-03-25,16,16.5,0,3.1,0.0,0.0,Spring,0,True,1567,Nice,0
2018-03-25,17,15.8,1,2.3,0.0,0.0,Spring,0,True,993,Nice,1
2018-03-25,18,14.4,1,2.7,0.0,0.0,Spring,0,True,1002,Chilly,0
2018-03-25,19,12.6,1,2.5,0.0,0.0,Spring,0,True,570,Chilly,0
2018-03-25,20,10.7,0,2.8,0.0,0.0,Spring,0,True,460,Chilly,0
2018-03-25,21,9.8,0,2.2,0.0,0.0,Spring,0,True,541,Chilly,0
2018-03-25,22,8.8,0,2.0,0.0,0.0,Spring,0,True,498,Chilly,0
2018-03-25,23,8.0,0,1.3,0.0,0.0,Spring,0,True,274,Chilly,0
2018-03-26,0,7.1,0,2.3,0.0,0.0,Spring,0,True,300,Chilly,0
2018-03-26,1,6.3,0,1.8,0.0,0.0,Spring,0,True,219,Chilly,0
2018-03-26,2,5.4,0,1.5,0.0,0.0,Spring,0,True,87,Chilly,0
2018-03-26,3,5.5,0,1.6,0.0,0.0,Spring,0,True,91,Chilly,0
2018-03-26,4,5.5,0,2.0,0.0,0.0,Spring,0,True,82,Chilly,0
2018-03-26,5,5.4,0,1.5,0.0,0.0,Spring,0,True,83,Chilly,0
2018-03-26,6,5.7,0,0.5,0.0,0.0,Spring,0,True,187,Chilly,0
2018-03-26,7,6.0,0,0.6,0.0,0.0,Spring,0,True,556,Chilly,0
2018-03-26,8,6.4,0,1.4,0.0,0.0,Spring,0,True,1691,Chilly,0
2018-03-26,9,7.6,0,0.7,0.0,0.0,Spring,0,True,920,Chilly,0
2018-03-26,10,10.0,0,1.0,0.0,0.0,Spring,0,True,250,Chilly,0
2018-03-26,11,,1,2.4,0.0,0.0,Spring,0,True,202,,0
2018-03-26,12,14.6,1,2.5,0.0,0.0,Spring,0,True,237,Chilly,0
2018-03-26,13,16.0,1,2.5,0.0,0.0,Spring,0,True,314,Nice,1
2018-03-26,14,17.4,0,2.9,0.0,0.0,Spring,0,True,677,Nice,0
2018-03-26,15,17.6,0,3.6,0.0,0.0,Spring,0,True,725,Nice,0
2018-03-26,16,17.7,0,3.4,0.0,0.0,Spring,0,True,731,Nice,0
2018-03-26,17,17.1,0,3.3,0.0,0.0,Spring,0,True,1519,Nice,0
2018-03-26,18,16.0,0,2.9,0.0,0.0,Spring,0,True,1755,Nice,0
2018-03-26,19,14.3,0,3.1,0.0,0.0,Spring,0,True,282,Chilly,0
2018-03-26,20,12.9,1,2.8,0.0,0.0,Spring,0,True,575,Chilly,0
2018-03-26,21,11.6,1,1.5,0.0,0.0,Spring,0,True,913,Chilly,0
2018-03-26,22,10.7,1,1.4,0.0,0.0,Spring,0,True,1013,Chilly,0
2018-03-26,23,9.8,0,0.6,0.0,0.0,Spring,0,True,438,Chilly,0
2018-03-27,0,9.0,0,1.1,0.0,0.0,Spring,0,True,347,Chilly,0
2018-03-27,1,8.7,0,0.9,0.0,0.0,Spring,0,True,231,Chilly,0
2018-03-27,2,8.3,0,0.8,0.0,0.0,Spring,0,True,149,Chilly,0
2018-03-27,3,8.1,0,0.9,0.0,0.0,Spring,0,True,159,Chilly,0
2018-03-27,4,7.8,0,0.3,0.0,0.0,Spring,0,True,55,Chilly,0
2018-03-27,5,8.0,0,0.8,0.0,0.0,Spring,0,True,41,Chilly,0
2018-03-27,6,8.1,0,0.6,0.0,0.0,Spring,0,True,208,Chilly,0
2018-03-27,7,8.5,0,0.7,0.0,0.0,Spring,0,True,1060,Chilly,0
2018-03-27,8,9.3,0,0.6,0.0,0.0,Spring,0,True,1091,Chilly,0
2018-03-27,9,11.6,1,0.8,0.0,0.0,Spring,0,True,444,Chilly,0
2018-03-27,10,13.9,1,0.8,0.0,0.0,Spring,0,True,614,Chilly,0
2018-03-27,11,15.8,1,1.9,0.0,0.0,Spring,0,True,909,Nice,1
2018-03-27,12,16.7,1,2.4,0.0,0.0,Spring,0,True,1022,Nice,1
2018-03-27,13,18.6,1,2.1,0.0,0.0,Spring,0,True,647,Nice,1
2018-03-27,14,19.4,1,2.0,0.0,0.0,Spring,0,True,1075,Nice,1
2018-03-27,15,19.9,1,2.7,0.0,0.0,Spring,0,True,758,Nice,1
2018-03-27,16,19.5,1,3.4,0.0,0.0,Spring,0,True,953,Nice,1
2018-03-27,17,18.4,1,3.2,0.0,0.0,Spring,0,True,797,Nice,1
2018-03-27,18,16.8,1,3.1,0.0,0.0,Spring,0,True,1950,Nice,1
2018-03-27,19,15.0,0,2.6,0.0,0.0,Spring,0,True,1573,Nice,0
2018-03-27,20,13.9,0,2.4,0.0,0.0,Spring,0,True,773,Chilly,0
2018-03-27,21,13.4,0,1.5,0.0,0.0,Spring,0,True,544,Chilly,0
2018-03-27,22,12.9,0,1.3,0.0,0.0,Spring,0,True,492,Chilly,0
2018-03-27,23,12.4,0,1.5,0.0,0.0,Spring,0,True,492,Chilly,0
2018-03-28,0,12.0,0,0.8,0.0,0.0,Spring,0,True,517,Chilly,0
2018-03-28,1,11.6,0,1.2,0.0,0.0,Spring,0,True,431,Chilly,0
2018-03-28,2,11.5,0,1.9,0.0,0.0,Spring,0,True,182,Chilly,0
2018-03-28,3,10.9,0,0.8,0.0,0.0,Spring,0,True,95,Chilly,0
2018-03-28,4,10.6,0,0.9,0.0,0.0,Spring,0,True,126,Chilly,0
2018-03-28,5,10.2,0,0.8,0.0,0.0,Spring,0,True,31,Chilly,0
2018-03-28,6,9.6,0,0.7,0.0,0.0,Spring,0,True,221,Chilly,0
2018-03-28,7,9.6,0,1.1,0.0,0.0,Spring,0,True,908,Chilly,0
2018-03-28,8,10.3,0,0.7,0.0,0.0,Spring,0,True,1782,Chilly,0
2018-03-28,9,12.4,0,1.0,0.0,0.0,Spring,0,True,777,Chilly,0
2018-03-28,10,14.7,0,2.9,0.0,0.0,Spring,0,True,194,Chilly,0
2018-03-28,11,15.6,1,3.7,0.0,0.0,Spring,0,True,1020,Nice,1
2018-03-28,12,16.5,1,3.8,0.0,0.0,Spring,0,True,487,Nice,1
2018-03-28,13,17.5,1,3.1,0.0,0.0,Spring,0,True,1301,Nice,1
2018-03-28,14,18.6,1,4.4,0.0,0.0,Spring,0,True,248,Nice,1
2018-03-28,15,18.2,1,4.1,0.0,0.0,Spring,0,True,682,Nice,1
2018-03-28,16,18.3,1,4.3,0.0,0.0,Spring,0,True,798,Nice,1
2018-03-28,17,17.6,1,4.2,0.0,0.0,Spring,0,True,510,Nice,1
2018-03-28,18,17.0,1,3.1,0.0,0.0,Spring,0,True,625,Nice,1
2018-03-28,19,16.0,1,2.8,0.0,0.0,Spring,0,True,507,Nice,1
2018-03-28,20,15.2,0,2.2,0.0,0.0,Spring,0,True,1739,Nice,0
2018-03-28,21,14.2,0,0.8,0.0,0.0,Spring,0,True,590,Chilly,0
2018-03-28,22,13.6,0,2.0,0.0,0.0,Spring,0,True,408,Chilly,0
2018-03-28,23,,0,1.2,0.0,0.0,Spring,0,True,1101,,0
2018-03-29,0,13.4,0,1.5,0.0,0.0,Spring,0,True,323,Chilly,0
2018-03-29,1,13.0,0,1.9,0.0,0.0,Spring,0,True,24,Chilly,0
2018-03-29,2,12.9,0,1.6,0.0,0.0,Spring,0,True,327,Chilly,0
2018-03-29,3,12.7,0,0.4,0.0,0.0,Spring,0,True,178,Chilly,0
2018-03-29,4,12.8,0,0.2,0.0,0.0,Spring,0,True,197,Chilly,0
2018-03-29,5,12.7,0,0.8,0.0,0.0,Spring,0,True,99,Chilly,0
2018-03-29,6,12.6,0,0.5,0.0,0.0,Spring,0,True,386,Chilly,0
2018-03-29,7,12.8,0,0.6,0.0,0.0,Spring,0,True,802,Chilly,0
2018-03-29,8,13.3,0,1.2,0.0,0.0,Spring,0,True,350,Chilly,0
2018-03-29,9,13.5,0,1.9,0.0,0.0,Spring,0,True,46,Chilly,0
2018-03-29,10,15.0,0,1.5,0.0,0.0,Spring,0,True,369,Nice,0
2018-03-29,11,16.1,0,1.2,0.0,0.0,Spring,0,True,550,Nice,0
2018-03-29,12,18.2,1,2.3,0.0,0.0,Spring,0,True,463,Nice,1
2018-03-29,13,19.5,1,1.9,0.0,0.0,Spring,0,True,1036,Nice,1
2018-03-29,14,20.2,1,2.4,0.0,0.0,Spring,0,True,1105,Nice,1
2018-03-29,15,20.8,1,3.1,0.0,0.0,Spring,0,True,1130,Nice,1
2018-03-29,16,20.7,0,2.2,0.0,0.0,Spring,0,True,1219,Nice,0
2018-03-29,17,20.3,1,2.8,0.0,0.0,Spring,0,True,1234,Nice,1
2018-03-29,18,19.1,1,2.4,0.0,0.0,Spring,0,True,1154,Nice,1
2018-03-29,19,17.5,0,2.2,0.0,0.0,Spring,0,True,807,Nice,0
2018-03-29,20,15.6,0,2.7,0.0,0.0,Spring,0,True,1115,Nice,0
2018-03-29,21,14.4,0,1.7,0.0,0.0,Spring,0,True,1271,Chilly,0
2018-03-29,22,13.3,0,2.1,0.0,0.0,Spring,0,True,1519,Chilly,0
2018-03-29,23,12.7,0,1.6,0.0,0.0,Spring,0,True,1010,Chilly,0
2018-03-30,0,11.8,0,0.6,0.0,0.0,Spring,0,True,829,Chilly,0
2018-03-30,1,11.4,0,0.7,0.0,0.0,Spring,0,True,469,Chilly,0
2018-03-30,2,10.8,0,0.4,0.0,0.0,Spring,0,True,361,Chilly,0
2018-03-30,3,10.3,0,0.7,0.0,0.0,Spring,0,True,91,Chilly,0
2018-03-30,4,9.9,0,1.1,0.0,0.0,Spring,0,True,127,Chilly,0
2018-03-30,5,10.4,0,1.8,0.0,0.0,Spring,0,True,159,Chilly,0
2018-03-30,6,10.3,0,1.2,0.0,0.0,Spring,0,True,210,Chilly,0
2018-03-30,7,10.5,0,1.1,0.0,0.0,Spring,0,True,936,Chilly,0
2018-03-30,8,11.5,1,1.6,0.0,0.0,Spring,0,True,1708,Chilly,0
2018-03-30,9,13.7,1,1.3,0.0,0.0,Spring,0,True,958,Chilly,0
2018-03-30,10,16.0,0,1.4,0.0,0.0,Spring,0,True,772,Nice,0
2018-03-30,11,17.8,0,2.6,0.0,0.0,Spring,0,True,661,Nice,0
2018-03-30,12,19.1,0,1.6,0.0,0.0,Spring,0,True,1178,Nice,0
2018-03-30,13,20.3,0,1.4,0.0,0.0,Spring,0,True,367,Nice,0
2018-03-30,14,21.0,0,2.8,0.0,0.0,Spring,0,True,969,Nice,0
2018-03-30,15,21.8,0,2.3,0.0,0.0,Spring,0,True,286,Nice,0
2018-03-30,16,20.7,0,3.6,0.0,0.0,Spring,0,True,1690,Nice,0
2018-03-30,17,19.4,1,2.9,0.0,0.0,Spring,0,True,1489,Nice,1
2018-03-30,18,17.4,1,3.1,0.0,0.0,Spring,0,True,1297,Nice,1
2018-03-30,19,15.2,1,3.2,0.0,0.0,Spring,0,True,1694,Nice,1
2018-03-30,20,14.3,0,2.6,0.0,0.0,Spring,0,True,596,Chilly,0
2018-03-30,21,13.7,0,1.8,0.0,0.0,Spring,0,True,1495,Chilly,0
2018-03-30,22,12.7,0,1.5,0.0,0.0,Spring,0,True,917,Chilly,0
2018-03-30,23,12.1,0,1.4,0.0,0.0,Spring,0,True,765,Chilly,0
2018-03-31,0,11.7,0,1.3,0.0,0.0,Spring,0,True,681,Chilly,0
2018-03-31,1,11.5,0,2.0,0.0,0.0,Spring,0,True,531,Chilly,0
2018-03-31,2,11.0,0,1.5,0.0,0.0,Spring,0,True,392,Chilly,0
2018-03-31,3,10.7,0,1.7,0.0,0.0,Spring,0,True,373,Chilly,0
2018-03-31,4,10.4,0,1.7,0.0,0.0,Spring,0,True,6,Chilly,0
2018-03-31,5,9.8,0,0.8,0.0,0.0,Spring,0,True,170,Chilly,0
2018-03-31,6,9.4,0,0.9,0.0,0.0,Spring,0,True,95,Chilly,0
2018-03-31,7,9.5,0,0.2,0.0,0.0,Spring,0,True,171,Chilly,0
2018-03-31,8,10.4,0,0.8,0.0,0.0,Spring,0,True,643,Chilly,0
2018-03-31,9,12.6,1,0.9,0.0,0.0,Spring,0,True,498,Chilly,0
2018-03-31,10,14.7,1,0.9,0.0,0.0,Spring,0,True,747,Chilly,0
2018-03-31,11,16.7,1,1.9,0.0,0.0,Spring,0,True,1002,Nice,1
2018-03-31,12,,0,4.2,0.0,0.0,Spring,0,True,1277,,0
2018-03-31,13,19.3,0,3.0,0.0,0.0,Spring,0,True,1083,Nice,0
2018-03-31,14,20.1,0,3.0,0.0,0.0,Spring,0,True,887,Nice,0
2018-03-31,15,18.9,0,3.7,0.0,0.0,Spring,0,True,1300,Nice,0
2018-03-31,16,18.0,0,3.0,0.0,0.0,Spring,0,True,1613,Nice,0
2018-03-31,17,17.3,0,3.4,0.0,0.0,Spring,0,True,474,Nice,0
2018-03-31,18,16.6,0,2.6,0.0,0.0,Spring,0,True,596,Nice,0
2018-03-31,19,15.3,1,2.0,0.0,0.0,Spring,0,True,1483,Nice,1
2018-03-31,20,14.0,1,1.6,0.0,0.0,Spring,0,True,195,Chilly,0
2018-03-31,21,13.3,1,1.6,0.0,0.0,Spring,0,True,485,Chilly,0
2018-03-31,22,12.8,1,1.5,0.0,0.0,Spring,0,True,1439,Chilly,0
2018-03-31,23,12.4,0,1.3,0.0,0.0,Spring,0,True,800,Chilly,0
2018-04-01,0,12.1,0,0.8,0.0,0.0,Spring,0,True,798,Chilly,0
2018-04-01,1,11.7,0,0.5,0.0,0.0,Spring,0,True,583,Chilly,0
2018-04-01,2,,0,0.6,0.0,0.0,Spring,0,True,92,,0
2018-04-01,3,11.9,0,0.7,0.0,0.0,Spring,0,True,178,Chilly,0
2018-04-01,4,12.1,0,0.3,0.0,0.0,Spring,0,True,80,Chilly,0
2018-04-01,5,12.3,0,0.5,0.0,0.0,Spring,0,True,110,Chilly,0
2018-04-01,6,12.4,0,0.4,0.0,0.0,Spring,0,True,91,Chilly,0
2018-04-01,7,12.5,0,0.4,0.0,0.0,Spring,0,True,78,Chilly,0
2018-04-01,8,12.9,0,1.5,0.0,0.0,Spring,0,True,124,Chilly,0
